#{"t_start": 1655252739.545968, "env_id": "CartPole-v1"}
r,l,t
500.0,500,1312.901742
500.0,500,1312.9993
500.0,500,1313.09882
500.0,500,1313.197329
500.0,500,1313.319306
500.0,500,1313.417395
500.0,500,1313.515964
500.0,500,1313.611988
500.0,500,1313.708466
500.0,500,1313.80724
500.0,500,1313.926176
500.0,500,1314.024251
500.0,500,1314.127839
500.0,500,1314.228819
500.0,500,1314.325729
500.0,500,1314.421852
500.0,500,1314.540399
500.0,500,1314.638939
500.0,500,1314.738178
500.0,500,1314.834467
500.0,500,1314.930748
500.0,500,1315.02821
500.0,500,1315.708839
500.0,500,1315.806319
500.0,500,1315.902826
500.0,500,1316.000197
500.0,500,1316.09632
500.0,500,1316.193958
500.0,500,1316.314651
500.0,500,1316.412611
500.0,500,1316.510219
500.0,500,1316.607575
500.0,500,1316.706642
500.0,500,1316.80603
500.0,500,1316.929329
500.0,500,1317.032108
500.0,500,1317.135202
500.0,500,1317.234773
500.0,500,1317.332997
500.0,500,1317.430352
500.0,500,1317.548044
500.0,500,1317.644751
500.0,500,1317.74243
500.0,500,1317.838709
500.0,500,1317.935096
500.0,500,1318.031361
500.0,500,1318.697181
500.0,500,1318.793942
500.0,500,1318.890161
500.0,500,1318.98725
500.0,500,1319.086833
500.0,500,1319.187897
500.0,500,1319.308905
500.0,500,1319.408486
500.0,500,1319.511292
500.0,500,1319.607373
500.0,500,1319.70335
500.0,500,1319.799658
500.0,500,1319.917444
500.0,500,1320.014713
500.0,500,1320.111521
500.0,500,1320.210035
500.0,500,1320.313415
500.0,500,1320.413997
500.0,500,1320.531408
500.0,500,1320.630484
500.0,500,1320.728751
500.0,500,1320.824726
500.0,500,1320.919946
500.0,500,1321.017156
500.0,500,1321.684599
500.0,500,1321.78422
500.0,500,1321.88158
500.0,500,1321.981982
500.0,500,1322.079994
500.0,500,1322.176742
500.0,500,1322.302407
500.0,500,1322.40213
500.0,500,1322.502178
500.0,500,1322.59895
500.0,500,1322.696109
500.0,500,1322.793038
500.0,500,1322.909439
500.0,500,1323.007046
500.0,500,1323.105172
500.0,500,1323.206567
500.0,500,1323.303871
500.0,500,1323.401318
500.0,500,1323.518679
500.0,500,1323.6166
500.0,500,1323.714289
500.0,500,1323.810725
500.0,500,1323.908447
500.0,500,1324.006536
500.0,500,1324.670293
500.0,500,1324.76757
500.0,500,1324.864253
12.0,12,1324.866636
500.0,500,1324.963525
12.0,12,1324.966548
500.0,500,1325.089349
500.0,500,1325.192798
12.0,12,1325.195522
500.0,500,1325.297297
500.0,500,1325.394682
500.0,500,1325.491534
12.0,12,1325.49881
500.0,500,1325.706182
500.0,500,1325.803695
500.0,500,1325.900092
500.0,500,1325.996461
500.0,500,1326.092577
500.0,500,1326.21056
500.0,500,1326.308871
500.0,500,1326.406104
500.0,500,1326.502997
500.0,500,1326.59934
500.0,500,1326.695117
500.0,500,1327.409734
500.0,500,1327.509096
500.0,500,1327.606017
500.0,500,1327.703218
500.0,500,1327.800682
500.0,500,1327.897743
500.0,500,1328.017052
500.0,500,1328.114794
500.0,500,1328.212835
500.0,500,1328.31003
500.0,500,1328.406246
500.0,500,1328.502635
500.0,500,1328.620564
500.0,500,1328.720162
500.0,500,1328.817364
500.0,500,1328.913444
500.0,500,1329.010084
500.0,500,1329.106655
500.0,500,1329.229809
500.0,500,1329.330233
500.0,500,1329.429136
500.0,500,1329.526996
500.0,500,1329.623249
500.0,500,1329.720799
500.0,500,1330.400561
500.0,500,1330.497676
500.0,500,1330.594434
500.0,500,1330.690866
500.0,500,1330.787383
500.0,500,1330.88427
500.0,500,1331.005095
500.0,500,1331.103502
500.0,500,1331.209328
500.0,500,1331.307749
500.0,500,1331.40556
500.0,500,1331.50567
500.0,500,1331.627106
500.0,500,1331.725294
500.0,500,1331.823669
500.0,500,1331.923538
500.0,500,1332.022519
500.0,500,1332.118753
500.0,500,1332.241254
500.0,500,1332.339469
500.0,500,1332.438033
500.0,500,1332.536483
500.0,500,1332.633707
500.0,500,1332.730914
500.0,500,1333.421046
500.0,500,1333.517807
500.0,500,1333.616995
500.0,500,1333.718091
500.0,500,1333.815742
500.0,500,1333.912621
500.0,500,1334.032378
500.0,500,1334.130659
500.0,500,1334.231699
500.0,500,1334.327689
500.0,500,1334.424506
500.0,500,1334.521757
500.0,500,1334.639059
500.0,500,1334.737445
500.0,500,1334.834105
500.0,500,1334.93054
500.0,500,1335.027336
500.0,500,1335.122952
500.0,500,1335.245491
500.0,500,1335.343157
500.0,500,1335.442309
500.0,500,1335.539118
500.0,500,1335.637323
500.0,500,1335.734026
500.0,500,1335.851433
500.0,500,1335.955255
500.0,500,1336.066801
500.0,500,1336.17046
500.0,500,1336.270067
500.0,500,1336.368129
500.0,500,1337.053151
500.0,500,1337.151714
500.0,500,1337.253245
500.0,500,1337.350997
500.0,500,1337.447716
500.0,500,1337.544999
500.0,500,1337.665191
500.0,500,1337.763838
500.0,500,1337.862252
500.0,500,1337.959497
500.0,500,1338.056262
500.0,500,1338.151984
500.0,500,1338.271795
500.0,500,1338.368767
500.0,500,1338.465981
500.0,500,1338.562941
500.0,500,1338.658868
500.0,500,1338.756263
500.0,500,1338.87327
500.0,500,1338.970767
500.0,500,1339.0697
500.0,500,1339.169229
500.0,500,1339.269479
500.0,500,1339.36643
500.0,500,1340.032341
500.0,500,1340.129378
500.0,500,1340.228805
500.0,500,1340.326178
500.0,500,1340.423196
500.0,500,1340.521967
500.0,500,1340.639339
500.0,500,1340.736321
500.0,500,1340.834442
500.0,500,1340.931081
500.0,500,1341.027929
500.0,500,1341.12427
500.0,500,1341.248188
500.0,500,1341.347595
500.0,500,1341.444749
500.0,500,1341.54209
500.0,500,1341.638886
500.0,500,1341.735435
500.0,500,1341.854359
500.0,500,1341.953405
500.0,500,1342.056642
500.0,500,1342.154393
500.0,500,1342.253895
500.0,500,1342.351617
500.0,500,1343.034517
500.0,500,1343.130813
500.0,500,1343.231151
500.0,500,1343.328999
500.0,500,1343.426564
500.0,500,1343.523517
500.0,500,1343.64127
500.0,500,1343.738924
500.0,500,1343.836444
500.0,500,1343.932864
500.0,500,1344.030017
500.0,500,1344.126783
500.0,500,1344.248378
500.0,500,1344.348558
500.0,500,1344.447215
500.0,500,1344.543714
500.0,500,1344.640413
500.0,500,1344.737248
500.0,500,1344.858511
500.0,500,1344.957661
500.0,500,1345.056848
500.0,500,1345.155061
500.0,500,1345.255222
500.0,500,1345.352022
500.0,500,1346.014009
500.0,500,1346.111503
500.0,500,1346.210359
500.0,500,1346.308596
500.0,500,1346.405897
500.0,500,1346.502361
500.0,500,1346.621222
500.0,500,1346.719619
500.0,500,1346.820062
500.0,500,1346.916843
500.0,500,1347.018478
500.0,500,1347.11796
500.0,500,1347.240637
500.0,500,1347.343916
500.0,500,1347.444751
500.0,500,1347.543268
500.0,500,1347.645005
500.0,500,1347.740589
500.0,500,1347.859229
500.0,500,1347.957662
500.0,500,1348.05596
500.0,500,1348.153013
500.0,500,1348.25179
500.0,500,1348.348378
500.0,500,1349.008407
500.0,500,1349.10552
500.0,500,1349.207473
500.0,500,1349.306379
500.0,500,1349.402479
500.0,500,1349.498899
500.0,500,1349.617886
500.0,500,1349.714982
500.0,500,1349.813765
500.0,500,1349.910522
500.0,500,1350.006056
500.0,500,1350.102194
500.0,500,1350.223747
500.0,500,1350.321687
500.0,500,1350.424245
500.0,500,1350.52388
500.0,500,1350.621582
500.0,500,1350.717871
500.0,500,1350.83603
500.0,500,1350.933323
500.0,500,1351.031977
500.0,500,1351.129197
500.0,500,1351.229415
500.0,500,1351.326821
500.0,500,1351.983529
500.0,500,1352.083085
500.0,500,1352.181302
500.0,500,1352.281214
500.0,500,1352.380164
500.0,500,1352.477345
500.0,500,1352.596818
500.0,500,1352.697005
500.0,500,1352.801533
500.0,500,1352.897733
500.0,500,1352.99519
500.0,500,1353.091713
500.0,500,1353.212265
500.0,500,1353.312819
500.0,500,1353.41298
500.0,500,1353.510799
500.0,500,1353.60863
500.0,500,1353.706267
500.0,500,1353.824896
500.0,500,1353.921963
500.0,500,1354.020663
500.0,500,1354.116841
500.0,500,1354.21742
500.0,500,1354.314754
500.0,500,1354.992257
500.0,500,1355.089773
500.0,500,1355.190159
500.0,500,1355.289593
500.0,500,1355.385676
500.0,500,1355.48248
500.0,500,1355.60075
500.0,500,1355.699881
500.0,500,1355.7976
500.0,500,1355.89443
500.0,500,1355.991334
500.0,500,1356.087139
500.0,500,1356.205666
500.0,500,1356.305195
500.0,500,1356.404803
500.0,500,1356.503224
500.0,500,1356.59915
500.0,500,1356.695329
500.0,500,1356.813824
500.0,500,1356.91046
500.0,500,1357.008339
500.0,500,1357.10777
500.0,500,1357.20917
500.0,500,1357.307212
500.0,500,1357.989431
500.0,500,1358.08711
500.0,500,1358.183914
500.0,500,1358.281861
500.0,500,1358.378664
500.0,500,1358.475755
500.0,500,1358.593582
500.0,500,1358.691246
500.0,500,1358.789528
500.0,500,1358.886431
500.0,500,1358.984095
500.0,500,1359.079948
500.0,500,1359.201906
500.0,500,1359.302159
500.0,500,1359.400385
500.0,500,1359.498911
500.0,500,1359.594862
500.0,500,1359.698699
500.0,500,1359.817426
500.0,500,1359.91512
500.0,500,1360.017772
500.0,500,1360.114541
500.0,500,1360.215179
500.0,500,1360.312
500.0,500,1360.978745
500.0,500,1361.074986
500.0,500,1361.174024
500.0,500,1361.274242
500.0,500,1361.370844
500.0,500,1361.46935
500.0,500,1361.588922
500.0,500,1361.686551
500.0,500,1361.783733
500.0,500,1361.880117
500.0,500,1361.97805
500.0,500,1362.074566
500.0,500,1362.19451
500.0,500,1362.294561
500.0,500,1362.392726
500.0,500,1362.492876
500.0,500,1362.589898
500.0,500,1362.686016
500.0,500,1362.810709
500.0,500,1362.907402
500.0,500,1363.005487
500.0,500,1363.101648
500.0,500,1363.201523
500.0,500,1363.299532
500.0,500,1363.966597
500.0,500,1364.063506
500.0,500,1364.16061
500.0,500,1364.260746
500.0,500,1364.35674
500.0,500,1364.45383
500.0,500,1364.572783
500.0,500,1364.670887
500.0,500,1364.768616
500.0,500,1364.864811
500.0,500,1364.962861
500.0,500,1365.058746
500.0,500,1365.179941
500.0,500,1365.283031
500.0,500,1365.384848
500.0,500,1365.482185
500.0,500,1365.57866
500.0,500,1365.677103
500.0,500,1365.796154
500.0,500,1365.893499
500.0,500,1366.000911
500.0,500,1366.108476
500.0,500,1366.206114
500.0,500,1366.303843
500.0,500,1366.968808
500.0,500,1367.065905
500.0,500,1367.165517
500.0,500,1367.266972
500.0,500,1367.366476
500.0,500,1367.466114
500.0,500,1367.585625
500.0,500,1367.684389
500.0,500,1367.784945
500.0,500,1367.882685
500.0,500,1367.980359
500.0,500,1368.077041
500.0,500,1368.202597
500.0,500,1368.302143
500.0,500,1368.400371
500.0,500,1368.498329
500.0,500,1368.594874
500.0,500,1368.69258
500.0,500,1368.811926
500.0,500,1368.908848
500.0,500,1369.008257
500.0,500,1369.10506
500.0,500,1369.206943
500.0,500,1369.304262
500.0,500,1369.423406
500.0,500,1369.522099
500.0,500,1369.619169
500.0,500,1369.717391
500.0,500,1369.813088
500.0,500,1369.910207
500.0,500,1370.590404
500.0,500,1370.687093
500.0,500,1370.784617
500.0,500,1370.880892
500.0,500,1370.97847
500.0,500,1371.073948
500.0,500,1371.195863
500.0,500,1371.296197
500.0,500,1371.395345
500.0,500,1371.49532
500.0,500,1371.593874
500.0,500,1371.694265
500.0,500,1371.813925
500.0,500,1371.913451
500.0,500,1372.010872
500.0,500,1372.107802
500.0,500,1372.207128
500.0,500,1372.307541
500.0,500,1372.425908
500.0,500,1372.525668
500.0,500,1372.623184
500.0,500,1372.720781
500.0,500,1372.817442
500.0,500,1372.913762
500.0,500,1373.599977
500.0,500,1373.697805
500.0,500,1373.795294
500.0,500,1373.891415
500.0,500,1373.987874
13.0,13,1373.990731
500.0,500,1374.110897
500.0,500,1374.213796
500.0,500,1374.312573
500.0,500,1374.409682
500.0,500,1374.50667
500.0,500,1374.602764
13.0,13,1374.610406
17.0,17,1374.614573
500.0,500,1374.821407
500.0,500,1374.919115
500.0,500,1375.016843
500.0,500,1375.113921
500.0,500,1375.214624
500.0,500,1375.334156
500.0,500,1375.430803
500.0,500,1375.52707
500.0,500,1375.623118
500.0,500,1375.72096
500.0,500,1375.817002
500.0,500,1376.493237
12.0,12,1376.496199
500.0,500,1376.591807
500.0,500,1376.689376
11.0,11,1376.691691
12.0,12,1376.69411
14.0,14,1376.702687
13.0,13,1376.705779
10.0,10,1376.815557
500.0,500,1376.91297
12.0,12,1376.915739
11.0,11,1376.918047
500.0,500,1377.014676
14.0,14,1377.022227
11.0,11,1377.025289
11.0,11,1377.136404
11.0,11,1377.138693
12.0,12,1377.141133
13.0,13,1377.143767
500.0,500,1377.24555
12.0,12,1377.253594
12.0,12,1377.256504
11.0,11,1377.259175
11.0,11,1377.262356
12.0,12,1377.368829
11.0,11,1377.371235
11.0,11,1377.373735
11.0,11,1377.375989
11.0,11,1377.378193
15.0,15,1377.386442
11.0,11,1377.389158
11.0,11,1377.391773
11.0,11,1377.39462
12.0,12,1377.397538
11.0,11,1377.400056
13.0,13,1377.403065
12.0,12,1377.406239
10.0,10,1377.408783
11.0,11,1377.411374
11.0,11,1377.413879
11.0,11,1377.416446
12.0,12,1377.419229
11.0,11,1377.421716
10.0,10,1378.07241
11.0,11,1378.074697
10.0,10,1378.076686
9.0,9,1378.078669
10.0,10,1378.080858
9.0,9,1378.088143
9.0,9,1378.090442
9.0,9,1378.093097
9.0,9,1378.09531
15.0,15,1378.098697
11.0,11,1378.101669
17.0,17,1378.105594
12.0,12,1378.10858
12.0,12,1378.111879
11.0,11,1378.114551
13.0,13,1378.117516
11.0,11,1378.120023
10.0,10,1378.122311
12.0,12,1378.12525
13.0,13,1378.128246
12.0,12,1378.130969
13.0,13,1378.133918
12.0,12,1378.136629
11.0,11,1378.139109
13.0,13,1378.142033
14.0,14,1378.145179
10.0,10,1378.147423
14.0,14,1378.150551
13.0,13,1378.153452
9.0,9,1378.155473
11.0,11,1378.157977
11.0,11,1378.160479
11.0,11,1378.162967
10.0,10,1378.165189
12.0,12,1378.167875
12.0,12,1378.170572
15.0,15,1378.174011
12.0,12,1378.17675
11.0,11,1378.179674
13.0,13,1378.182716
10.0,10,1378.184957
11.0,11,1378.187414
9.0,9,1378.205353
10.0,10,1378.20744
10.0,10,1378.2095
11.0,11,1378.211759
10.0,10,1378.213801
11.0,11,1378.221067
10.0,10,1378.223706
9.0,9,1378.227144
12.0,12,1378.230084
10.0,10,1378.232391
11.0,11,1378.234871
10.0,10,1378.237141
13.0,13,1378.240537
11.0,11,1378.243535
13.0,13,1378.246556
10.0,10,1378.249087
10.0,10,1378.251447
10.0,10,1378.253717
9.0,9,1378.255758
11.0,11,1378.258385
12.0,12,1378.261141
16.0,16,1378.264758
11.0,11,1378.267247
12.0,12,1378.269961
12.0,12,1378.27265
10.0,10,1378.274912
16.0,16,1378.278538
10.0,10,1378.28105
11.0,11,1378.283629
12.0,12,1378.28643
10.0,10,1378.288733
12.0,12,1378.291517
15.0,15,1378.294903
9.0,9,1378.337167
10.0,10,1378.339172
9.0,9,1378.340972
12.0,12,1378.343321
10.0,10,1378.345298
11.0,11,1378.352062
13.0,13,1378.355331
10.0,10,1378.358342
10.0,10,1378.361339
12.0,12,1378.364151
10.0,10,1378.366432
15.0,15,1378.370092
12.0,12,1378.372933
13.0,13,1378.376208
11.0,11,1378.378735
13.0,13,1378.382129
14.0,14,1378.385295
13.0,13,1378.388205
13.0,13,1378.391349
11.0,11,1378.393901
13.0,13,1378.396825
13.0,13,1378.399743
15.0,15,1378.403074
13.0,13,1378.405953
15.0,15,1378.40929
13.0,13,1378.412183
11.0,11,1378.414628
13.0,13,1378.417522
10.0,10,1378.419756
9.0,9,1378.421751
13.0,13,1378.424702
9.0,9,1378.42681
12.0,12,1378.429473
10.0,10,1378.431698
9.0,9,1378.433769
12.0,12,1378.436437
14.0,14,1378.439645
12.0,12,1378.467817
9.0,9,1378.469611
11.0,11,1378.471759
12.0,12,1378.474122
10.0,10,1378.476082
14.0,14,1378.483728
11.0,11,1379.155972
11.0,11,1379.158339
10.0,10,1379.160697
11.0,11,1379.163078
9.0,9,1379.164951
13.0,13,1379.173887
11.0,11,1379.177237
15.0,15,1379.181182
14.0,14,1379.184665
13.0,13,1379.187909
11.0,11,1379.190486
11.0,11,1379.193356
13.0,13,1379.196453
12.0,12,1379.199333
10.0,10,1379.202424
10.0,10,1379.205097
12.0,12,1379.208349
12.0,12,1379.21124
10.0,10,1379.213678
9.0,9,1379.215856
12.0,12,1379.2193
17.0,17,1379.223239
13.0,13,1379.226237
11.0,11,1379.229252
11.0,11,1379.231939
10.0,10,1379.234349
11.0,11,1379.236993
11.0,11,1379.239624
11.0,11,1379.294666
11.0,11,1379.297169
11.0,11,1379.299391
10.0,10,1379.301398
9.0,9,1379.303186
14.0,14,1379.310754
22.0,22,1379.316825
13.0,13,1379.320042
18.0,18,1379.324131
10.0,10,1379.326415
8.0,8,1379.328703
12.0,12,1379.331529
16.0,16,1379.335172
10.0,10,1379.337458
9.0,9,1379.33952
9.0,9,1379.341542
10.0,10,1379.343783
10.0,10,1379.346021
11.0,11,1379.348483
14.0,14,1379.351618
12.0,12,1379.35452
11.0,11,1379.357083
11.0,11,1379.359629
11.0,11,1379.362141
10.0,10,1379.364435
11.0,11,1379.36692
14.0,14,1379.370052
13.0,13,1379.372967
10.0,10,1379.375229
10.0,10,1379.377462
11.0,11,1379.380046
11.0,11,1379.382623
14.0,14,1379.385769
14.0,14,1379.38903
10.0,10,1379.391307
13.0,13,1379.394215
10.0,10,1379.39646
11.0,11,1379.398947
11.0,11,1379.424771
11.0,11,1379.427018
11.0,11,1379.429255
10.0,10,1379.431272
9.0,9,1379.43311
12.0,12,1379.440027
13.0,13,1379.44362
12.0,12,1379.446861
10.0,10,1379.44946
11.0,11,1379.45216
10.0,10,1379.454511
9.0,9,1379.456587
11.0,11,1379.459075
13.0,13,1379.462422
14.0,14,1379.465644
14.0,14,1379.46931
13.0,13,1379.472449
16.0,16,1379.476087
8.0,8,1379.4779
11.0,11,1379.480367
12.0,12,1379.483179
11.0,11,1379.485783
10.0,10,1379.488157
10.0,10,1379.490458
11.0,11,1379.492967
12.0,12,1379.495668
10.0,10,1379.497918
12.0,12,1379.500611
14.0,14,1379.503748
12.0,12,1379.506432
9.0,9,1379.508461
12.0,12,1379.511179
17.0,17,1379.515051
11.0,11,1379.517525
14.0,14,1379.520639
10.0,10,1379.52288
16.0,16,1379.526674
11.0,11,1379.529228
10.0,10,1379.53152
9.0,9,1379.533584
12.0,12,1379.53631
15.0,15,1379.539695
9.0,9,1379.54174
11.0,11,1379.544232
11.0,11,1379.546785
16.0,16,1379.550379
11.0,11,1379.552871
10.0,10,1379.55616
12.0,12,1379.558555
10.0,10,1379.560533
9.0,9,1379.562325
10.0,10,1379.564305
13.0,13,1379.571542
16.0,16,1379.575275
13.0,13,1379.578211
11.0,11,1379.581292
10.0,10,1379.583749
14.0,14,1379.58688
9.0,9,1379.589106
11.0,11,1379.591724
13.0,13,1379.594693
17.0,17,1379.598529
11.0,11,1379.601309
17.0,17,1379.605129
9.0,9,1379.607147
12.0,12,1379.610065
11.0,11,1379.612576
11.0,11,1379.615053
17.0,17,1379.618825
13.0,13,1379.621759
10.0,10,1379.62424
9.0,9,1379.626412
11.0,11,1379.629263
14.0,14,1379.632936
14.0,14,1380.188172
16.0,16,1380.191954
12.0,12,1380.19494
13.0,13,1380.19808
12.0,12,1380.200921
15.0,15,1380.204454
15.0,15,1380.207964
10.0,10,1380.210307
15.0,15,1380.213795
15.0,15,1380.217258
14.0,14,1380.220437
14.0,14,1380.223689
11.0,11,1380.226268
12.0,12,1380.228967
18.0,18,1380.233119
11.0,11,1380.235639
9.0,9,1380.237718
10.0,10,1380.240329
12.0,12,1380.242707
11.0,11,1380.244878
16.0,16,1380.248036
